ID,Área,Funcionalidad,Requisito_detallado,Prioridad,Roles,Pantallas_UI,Entidades_dominio,Tablas_DB_sugeridas,Storage_sugerido,API_sugerida,Integraciones,Reglas_validación,Auditoría_bitácora,Notificaciones,Pruebas_sugeridas,Criterios_aceptación,Dependencias,Estatus,Versión_objetivo,Owner
RM-037,Observabilidad,Métricas y alertas operativas,"El sistema deberá exponer métricas (duración de jobs, tasa de éxito, errores de scraping, latencia API) y alertas por umbrales (p.ej. fallas >X%, retrasos).",Media (P1),DevOps; Admin,Admin > Monitoreo (opcional),ServiceMetric; AlertRule,alert_rules; alert_events (opcional),—,GET /health; GET /metrics (Prometheus),Prometheus/Grafana; Alertmanager,Definir umbrales; evitar alert fatigue; incluir runbooks.,alert_triggered; alert_resolved,Notificación a DevOps (Slack/email/webhook),Integration: metrics scrape; Alert tests; Chaos tests (opcional),Alertas disparan cuando umbrales se exceden; dashboard de métricas disponible; se reduce MTTR con runbooks.,RM-036,BACKLOG,v0.2,DevOps
RM-038,Performance,Throughput del pipeline,El sistema deberá procesar al menos 100 URLs end-to-end dentro de un SLA configurable (p.ej. <30 min) usando paralelismo sin violar rate limits por dominio.,Alta (P0),DevOps; Backend,—,PerformanceSLA,—,—,—,Load testing tooling,Respeta rate limits; controla concurrencia por dominio y global; degradación graciosa.,performance_test_run; sla_breached,Notificación si SLA se incumple (opcional),Load tests; benchmark suite; profiling,En dataset de referencia se cumple SLA; no se excede RPS; el sistema reporta progreso y cuellos de botella.,"RM-005,RM-004",BACKLOG,MVP v0.1,Backend/DevOps
RM-039,Performance,Responsividad del dashboard,"El sistema deberá mantener interacciones del dashboard con P95 <2s para consultas típicas y <10s para consultas pesadas, mostrando indicador de progreso si aplica.",Media (P1),Frontend; Backend,Dashboard (todas),—,—,—,Optimización: caching/materialized views,Índices DB; caché; paginación,Evitar consultas sin límite; paginación; cache invalidation; límites de rango temporal.,slow_query_logged,—,Performance tests; UI profiling; DB query analysis,Las consultas cumplen P95; UI permanece usable; consultas pesadas muestran progreso; no hay timeouts frecuentes.,"RM-029,RM-017",BACKLOG,v0.2,Backend/Frontend
RM-040,Reproducibilidad,Versionado end-to-end de componentes,"El sistema deberá versionar y relacionar parsers, mapeos, definiciones de métricas, datasets y builds del algoritmo, y asociarlos a cada run y reporte.",Alta (P0),Quant; Backend,Run Explorer > Versiones; Reporte > Appendix,VersionRef; ComponentVersion,component_versions; run_component_versions; report_component_versions,Object storage: artifacts/ (si aplica),GET /versions; GET /validation-runs/{id}/versions,—,Cada run/reporte debe tener conjunto completo de versiones; no permitir run sin version refs.,component_version_registered; run_version_pinned,—,Unit: version graph; Integration: run captures versions,Se puede reconstruir exactamente el estado de un run/reporte seleccionando las mismas versiones; UI muestra versiones claramente.,"RM-009,RM-011,RM-013,RM-021,RM-022",BACKLOG,MVP v0.1,Backend/Quant
RM-041,Testing,Suite de unit/integration/E2E,"El sistema deberá incluir pruebas automáticas para parsers, transformaciones, métricas y runner del algoritmo. Debe usar fixtures grabadas (no depender de sitios live) y seguir enfoque RED/GREEN.",Alta (P0),Backend; Quant; Frontend,—,TestFixture,—,Fixture storage (repo o bucket),—,CI,Fixtures versionadas; tests determinísticos; coverage targets; separar unit vs integration.,ci_test_passed; ci_test_failed,—,Unit; Integration; E2E; Golden tests; Coverage report,CI ejecuta tests en cada PR; fixtures evitan flakiness; regresiones se detectan antes de deploy.,"RM-006,RM-013,RM-023",BACKLOG,MVP v0.1,All
RM-042,Testing,Data contract tests (schemas),El sistema deberá aplicar data contracts entre extracción→normalización→dataset→algoritmo (schemas versionados) y fallar CI ante cambios rompientes.,Alta (P0),Backend; Quant,—,SchemaContract,schema_versions; contract_checks (opcional),—,—,CI; Schema registry (opcional),Validación de schema; migraciones obligatorias; compatibilidad hacia atrás donde aplique.,contract_check_failed; schema_version_bumped,—,Contract tests; Migration tests; Backward-compat tests,Cambios rompientes bloquean merge; dataset builder rechaza inputs incompatibles con error claro.,"RM-010,RM-022,RM-021",BACKLOG,MVP v0.1,Backend
RM-043,DevOps,CI/CD + migraciones + rollback,"El sistema deberá contar con CI/CD para build, tests, deploy y migraciones DB, con promoción de ambientes (dev/stage/prod) y procedimiento de rollback probado.",Alta (P0),DevOps,—,Deployment; Migration,—,Artifact registry; IaC state,—,GitHub Actions/GitLab CI; Container registry; IaC,Bloquear merges sin CI green; migrations idempotentes; rollback documentado; environment config segregada.,deployment_started; deployment_succeeded; deployment_failed; rollback_executed,Notificación a DevOps en deploy/rollback (Slack/email),Pipeline tests; smoke tests post-deploy; rollback drill,Deploy reproducible; migraciones aplican correctamente; rollback recupera servicio; evidencias en logs/auditoría.,"RM-041,RM-035",BACKLOG,MVP v0.1,DevOps
RM-044,Gobernanza de datos,Retención y archivado,"El sistema deberá definir políticas de retención para raw_records, snapshots, outputs de runs, logs y reportes (purga/archivado) sin dejar referencias huérfanas.",Media (P1),Admin; DevOps,Admin > Retención (opcional),RetentionPolicy,retention_policies; retention_jobs,Object storage tiers (cold/hot),PUT /retention/policy; POST /retention/run,Object storage lifecycle; DB jobs,No borrar si hay dependencia legal/contractual; archivar antes de purgar; confirmación para purgas masivas.,retention_policy_updated; retention_job_executed,Notificación cuando retención purga/archiva (opcional),Integration: lifecycle rules; Unit: referential checks,Datos se archivan/purgan según política; no hay huérfanos; reportes/runs siguen consistentes o quedan marcados como archived.,"RM-009,RM-023,RM-027",BACKLOG,v0.2,Backend/DevOps
RM-045,Gobernanza,Bitácora de auditoría de acciones críticas,"El sistema deberá registrar eventos de auditoría para: cambios de brokers/URLs, ejecuciones de runs, exports, cambios de roles, cambios de políticas, y accesos a reportes/lineage.",Alta (P0),Admin,Admin > Auditoría,AuditEvent,audit_events,—,GET /audit-events; GET /audit-events?filter=...,—,"Append-only; incluir actor, timestamp, acción, objeto, outcome; no editable; retención configurable.",audit_event_created,—,Integration: audit middleware; Unit: event builder,Auditoría cubre eventos críticos; filtros funcionan; evidencia suficiente para investigación; RBAC protege acceso.,RM-034,BACKLOG,MVP v0.1,Backend
RM-046,UX,Transparencia de errores y remediación,"El sistema deberá mostrar errores claros y accionables (parser roto, dominio bloqueado, datos insuficientes, run fallido), con pasos sugeridos y links a evidencia (logs/lineage).",Media (P1),Viewer; Analista; Admin,Dashboard (estados); Run Explorer (errores); Broker detail,ErrorState; RemediationHint,—,—,—,—,Mensajes no técnicos para usuarios; detalles técnicos detrás de permisos; códigos de error consistentes.,ui_error_displayed (opcional),—,E2E: failure scenarios; UI tests; Copy review,Usuario entiende por qué faltan métricas o falla un run; puede navegar a evidencia; se reduce tickets de soporte.,"RM-019,RM-036,RM-020",BACKLOG,v0.2,Frontend
RM-047,Privacidad,Minimización y redacción de datos,El sistema deberá almacenar sólo campos necesarios y permitir redacción/omisión de campos sensibles (si aparecen) en salidas (dash/report/export) según política.,Baja (P2),Admin; DevOps,Admin > Privacidad (opcional),RedactionRule,redaction_rules; redaction_events,Object storage (si aplica) con cifrado,PUT /privacy/redaction-rules; GET /privacy/status,Encryption at rest; KMS (opcional),Reglas explícitas; no exponer PII/secrets en logs; RBAC.,redaction_rule_updated; redaction_applied,Notificación a Admin si se detecta PII (opcional),Security tests; Unit: redaction; Integration: export/report redaction,Campos marcados se ocultan/redactan en UI/report/export; logs no contienen PII; cumplimiento de política verificado.,"RM-036,RM-032",BACKLOG,v0.3,Backend/DevOps
RM-048,Documentación,Docs técnicas y operativas,"El sistema deberá incluir documentación: setup local, despliegue, runbooks, catálogo de métricas, cómo agregar un nuevo dominio/adaptador y cómo ejecutar validación del algoritmo.",Alta (P0),All,—,—,—,Docs en repo (Markdown),—,—,Docs versionadas; ejemplos reproducibles; diagramas del pipeline; checklist de release.,docs_updated,—,Docs review; Doctests (opcional),Nuevo integrante puede levantar el sistema y correr pipeline en <1 día; runbooks permiten diagnosticar fallas comunes.,RM-043,BACKLOG,MVP v0.1,All
RM-049,Extensibilidad,Onboarding de nuevo dominio/fuente,El sistema deberá ofrecer un proceso estándar (template de adapter + mapping + fixtures + tests) para agregar un nuevo dominio en <=1 día para un sitio típico.,Media (P1),Backend; Quant,Admin > Dominios (opcional),SourceAdapter; MappingRuleSet,source_adapters; mapping_rule_sets,Fixture storage,—,—,Template con checklist; fixtures obligatorias; CI debe pasar; soporte de versionado.,new_adapter_added; adapter_published,—,Template-based tests; Integration: new adapter pipeline,Se agrega un dominio nuevo siguiendo plantilla; tests y fixtures incluidos; pasa CI; métricas core se calculan o se marca insuficiente con explicación.,"RM-006,RM-011,RM-041",BACKLOG,v0.2,Backend
RM-050,Entregables,Criterio de aceptación del MVP,"El MVP deberá incluir: registro de brokers+URLs, scheduler, extracción+normalización, métricas core, dashboard básico, construcción de dataset, ejecución de runs, scorecard, y generación de reportes con versionado/lineage.",Alta (P0),PM; Admin; Analista,Dashboard; Run Explorer; Reportes; Admin,Release; MVPChecklist,—,—,—,—,Checklist de funcionalidades; datos de demo; SLAs mínimos; seguridad básica (auth+RBAC).,mvp_gate_passed; mvp_gate_failed,—,E2E demo; smoke tests; UAT checklist,"Demo end-to-end con 50+ brokers: ingesta ok, dashboard usable, reporte generado, run ejecutado y guardado; scorecards visibles; lineage disponible; RBAC activo.",RM-001..RM-049,BACKLOG,MVP v0.1,PM/All
